ชื่อ,โรงพยาบาลที่ติดอันดับการจัดโรงพยาบาลที่ดีที่สุดโลก,เครือกลุ่มโรงพยาบาล,ประเภทโรงพยาบาลเอกชน,จำนวนเตียง,ราคาห้องผู้ป่วยใน(ห้องธรรมดา),แผนกพื้นฐานในการรักษา,โรงพยาบาลเฉพาะทาง,จำนวนแพทย์,ค่าบริการทางการแพทย์,อัตรา OPD,จำนวนครั้งในการเคลม,กลุ่มที่ 1,กลุ่มที่ 2,กลุ่มที่ 3,กลุ่มที่ 4,กลุ่มที่ 6,กลุ่มที่ 7,กลุ่มที่ 9,กลุ่มที่ 10,กลุ่มที่ 11,กลุ่มที่ 13,กลุ่มที่ 14,กลุ่มที่ 18,กลุ่มที่ 19,กลุ่มที่ 20,กลุ่มที่ 21
กรุงเทพคริสเตียน,Top,None,Private,244,4900,6,None,319,400,0.9370015948963317,4700,1443.3803418803418,1904.4571428571428,1572.5652173913043,2291.444155844156,2549.3846153846152,1810.6314102564102,2608.878048780488,1530.945701357466,1841.9472295514513,1461.6899408284023,1659.3854166666667,1521.3690987124464,1423.09375,2065.8083333333334,2207.242424242424
กล้วยน้ำไท 1,None,None,Private,160,6650,8,None,85,100,0.9376083188908145,541,1098.2045454545455,800.0,0.0,1224.2142857142858,812.4,931.9333333333333,1305.75,1105.6739130434783,1226.8181818181818,1221.5076923076922,1206.6833333333334,852.0714285714286,0.0,1853.3260869565217,1150.0
คลองตัน,None,None,Private,30,2000,4,None,21,100,0.7837837837837838,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0
คามิลเลียน,None,None,Private,120,4400,7,None,146,100,0.9786381842456608,733,1161.5714285714287,0.0,500.0,1321.0344827586207,1598.2,1287.25,1191.0714285714287,1016.1838235294117,1084.1818181818182,1045.092105263158,1065.1052631578948,1129.5172413793102,907.375,1261.8333333333333,717.1449275362319
ซีจีเอชพหลโยธิน,Top,None,Private,120,4430,8,None,384,150,0.9064327485380117,1705,1302.9583333333333,1728.0,2204.4,3147.4285714285716,1354.0,1708.6949152542372,3191.027027027027,1470.48033126294,1882.2181818181818,1723.8522727272727,1529.7777777777778,1312.8709677419354,1736.4736842105262,2001.4888888888888,1215.0
ซีจีเอชสายไหม,None,None,Private,100,3890,8,None,384,50,0.9361820199778025,1687,1076.970297029703,1354.3333333333333,0.0,1446.4158415841584,852.7272727272727,1147.531914893617,1463.9489795918366,1466.0927487352444,1346.295918367347,1316.9760479041915,1264.1052631578948,1085.6120689655172,2079.6363636363635,1718.8362573099416,579.5
ธนบุรี 1,Top,THG,Private,435,5620,9,None,625,120,0.9138830897703549,3502,1685.0544217687075,1971.9565217391305,2451.153846153846,2803.4294696969696,1284.6307692307691,1565.6510067114093,2483.350210970464,1472.7271863117871,1967.082554517134,1857.4138840070298,1711.6625514403293,1544.4466292134832,1448.5,1952.3003144654087,1468.3333333333333
ธนบุรี 2,None,THG,Private,95,5350,9,None,222,140,0.9225280326197758,2715,1500.439325153374,927.7142857142857,650.0,2565.95,1446.6315789473683,1796.7477372262774,2181.025641025641,1508.5322125181951,1869.5,1678.5664169381107,2106.5973684210526,1708.4826923076923,1650.2291666666667,2177.806924882629,3732.0
ธนบุรี บำรุงเมือง,None,THG,Private,1400,5620,8,None,86,200,0.92,69,3056.6666666666665,0.0,0.0,0.0,0.0,2650.0,5511.0,2966.2413793103447,2372.5714285714284,2736.3333333333335,0.0,1750.0,0.0,2542.6666666666665,850.0
นครธน,None,None,Private,150,4500,8,None,60,150,0.9357531760435571,2578,1620.8760666666665,1288.0,1387.055833333333,1847.1059322033893,1560.4036363636367,1567.573671875,2234.2179629629622,1552.0450925925927,1936.8209090909097,1817.0273684210526,1454.3714285714286,1611.704489795918,1753.705294117647,1987.713731884058,1468.0
นวเวช,None,None,Private,99,4000,8,None,240,100,0.9666666666666667,29,0.0,0.0,0.0,2000.0,0.0,1322.5883333333334,0.0,433.57142857142856,1350.5,0.0,0.0,0.0,0.0,589.6,0.0
นวมินทร์,None,None,Private,180,3000,9,None,92,100,0.9,36,1016.0,0.0,0.0,0.0,0.0,0.0,795.0,880.375,2862.5,655.1,0.0,920.75,0.0,2880.6666666666665,0.0
นวมินทร์ 9,None,None,Private,245,3280,9,None,179,100,0.911264367816092,1982,1047.4587155963302,937.4545454545455,1236.0,1185.5916230366493,668.7777777777778,936.9245283018868,1375.1453488372092,977.3513513513514,1297.3398692810458,991.0350877192982,864.78125,923.3699421965318,955.0,1527.0829493087558,667.6923076923077
นันอา,None,None,Private,30,0,5,None,14,0,0.7857142857142857,11,0.0,0.0,0.0,0.0,0.0,1265.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
บางโพ,None,None,Private,100,3700,9,None,155,50,0.8680851063829788,1428,1394.3714925373133,1602.0,900.0,2524.208787878788,1316.2500000000002,2189.1054237288135,2003.5458333333336,1657.191361111111,1753.3177215189874,1539.50785,1447.4709523809524,1344.8656603773586,1411.1666666666667,2231.9490393013098,1520.2
บางไผ่,None,None,Private,100,3530,9,None,8,100,0.967741935483871,180,769.8571428571429,0.0,0.0,1558.6055555555556,0.0,4002.37,1055.0716666666667,873.2503333333333,1621.4822222222222,1079.908181818182,1251.0,853.9315384615385,541.0,1162.8268292682926,0.0
บางนา 1,None,None,Private,101,2700,7,None,84,100,0.9641434262948207,242,991.9473684210526,0.0,0.0,700.0,745.0,90.76148148148148,0.0,924.04,1054.5454545454545,642.6315789473684,472.0,688.2727272727273,0.0,1083.6363636363637,0.0
บางปะกอก 1,None,BHGRT,Private,120,3200,7,None,171,100,0.9310344827586207,1701,1183.5116822429907,0.0,1289.98,1482.9027777777778,1374.75,1161.74375,1616.2105263157894,1256.7931985294117,1892.927734375,1498.5067567567567,1339.3801369863013,1224.9289215686274,1075.6666666666667,1541.4454225352113,0.0
บางปะกอก 8,None,BHGRT,Private,200,3200,9,None,219,80,0.8701298701298701,268,1152.01,0.0,818.0,1896.7291666666667,900.0,1045.9479166666667,1104.0,970.698275862069,1449.8846153846155,1028.5833333333333,991.5454545454545,889.1911764705883,1500.0,1698.1145833333333,0.0
บางปะกอก 9 อินเตอร์เนชั่นแนล,Top,BHGRT,Private,120,3200,7,None,285,120,0.9360328638497653,1595,1544.6447368421052,2201.25,4126.0,2290.4048295454545,1545.55,1413.8125,1983.2107843137255,1430.60038071066,2618.0120689655173,1588.748106060606,1623.2596153846155,1594.328947368421,1117.0892857142858,1989.094827586207,871.6666666666666
บางมด,None,None,Private,203,4000,9,None,71,200,0.9222614840989399,261,1311.9444444444443,1832.75,1750.0,1467.952380952381,450.0,634.4342105263158,1317.7777777777778,1235.8947368421052,1330.7222222222222,981.3,1389.4,899.25,925.0,1408.1,0.0
บำรุงราษฎร์,Top,BH,Private,580,11492,9,None,1133,300,0.926829268292683,2242,3339.1202739726027,2112.650267857143,1920.7007692307693,3442.791320754717,2086.353703703704,2230.8769784172664,3123.9139215686273,2013.7225153374234,2660.524630350195,2327.839342857143,2610.0255244755244,2130.962953020134,1794.622,3002.7985294117643,3701.0857142857144
บีเอ็นเอช : BDMS,None,BDMS,Private,86,8800,9,None,291,350,0.9451597520267048,1982,2214.690695652174,2576.335882352941,2244.705882352941,3998.0503636363633,3552.3885714285716,3268.9168932038833,2606.1906779661017,2052.1988950276245,2318.070943396226,2161.693935185185,2539.7625,2308.4608333333335,2072.80380952381,3015.598805970149,5701.9842499999995
บีแคร์เมดิคอลเซ็นเตอร์,None,None,Private,136,4330,5,None,145,80,0.9382875605815832,2904,1220.8698124999996,1505.7466666666667,1040.0,1954.7653333333333,1045.3706666666667,1095.6935643564357,1739.457064676617,1304.9685194174758,1311.8074863387978,1266.5940740740741,1442.7194642857144,1009.8261983471075,1113.923076923077,1437.586637554585,1188.25
บุญญาเวช,None,None,Private,29,2900,8,None,8,120,0.9069767441860465,39,0.0,0.0,0.0,18061.8,0.0,338.28,0.0,0.0,900.0,0.0,0.0,0.0,0.0,2640.0,0.0
ประชาพัฒน์,None,None,Private,100,4490,9,None,35,100,0.8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0
ปิยะเวท,None,BHGRT,Private,150,5760,9,None,243,150,0.951195219123506,955,1481.8478260869565,1234.4,1336.0220000000002,1632.7793055555555,500.0,1587.4875000000002,1711.1814634146342,1367.929823788546,1924.1975757575758,1658.5567553191488,1394.928108108108,1522.15,1447.375,2424.288888888889,661.0
พญาไท 1 : BDMS,Top,BDMS,Private,174,4800,9,None,245,150,0.9335189697180647,2682,1873.7629310344828,1741.108695652174,1798.4285714285713,2264.0304568527918,1393.3444444444444,1957.3699186991869,1604.1274509803923,1677.1449416342411,2201.315705128205,1831.09900990099,1799.8997005988024,1574.2857142857142,2318.6,2328.0949367088606,2475.0
พญาไท 2 : BDMS,Top,BDMS,Private,260,6687,9,None,535,180,0.929183254916154,7702,1864.2897297297295,1979.3765432098764,1817.3157407407407,2165.540752351097,1975.7934782608695,1887.5937119675455,2417.065789473684,1881.4252190237796,2158.671474358974,2034.066058763931,2111.148590021692,1991.9250608272505,1695.0,2477.1223924731185,2919.8650442477874
พญาไท 3 : BDMS,None,BDMS,Private,230,6200,9,None,412,150,0.9020852221214869,3980,1709.1823144104803,1941.8529411764705,1188.125,2420.0714285714284,2703.342105263158,1881.455078125,2501.526515151515,1705.827375352775,2071.3126582278483,1928.5658536585365,1906.87899543379,1873.2152466367713,1877.6,2566.4771341463415,1973.58
พญาไท นวมินทร์ : BDMS,None,BDMS,Private,140,4100,9,None,57,80,0.9382044306257287,2414,1516.5142857142857,1370.3,824.625,1958.6434782608696,1757.4166666666667,2069.2413793103447,2258.0,1601.4566371681417,2241.048128342246,1594.661807580175,1595.5316455696202,1691.3925925925926,2294.3478260869565,1911.0392156862745,1372.0
พระราม 2,None,None,Private,109,4000,7,None,15,135,0.896551724137931,26,861.0,0.0,0.0,0.0,0.0,1791.6666666666667,1570.0,1368.3333333333333,1226.0,523.3333333333334,0.0,1080.0,0.0,3377.25,0.0
พระรามเก้า,Top,None,Private,166,7950,9,None,340,250,0.9563889567554361,7829,1784.0929824561404,3249.7906976744184,1666.24,2167.6704730831975,1831.7931034482758,1698.2927927927929,2116.4823529411765,1740.3670921198668,2083.451499118166,1783.5886287625417,1987.6177777777777,1581.5706371191136,1629.6666666666667,2230.0422297297296,2001.2142857142858
ภูมิพลอดุลยเดช กรมแพทย์ทหารอากาศ,None,None,Private,619,2000,9,None,221,50,0.9133858267716536,232,1933.5,1784.25,1321.5,1220.7272727272727,1074.6296296296296,1182.6875,1105.857142857143,1027.3,1528.8625,763.4137931034483,425.0,1628.0,0.0,1426.7307692307693,755.0
มเหสักข์,None,None,Private,132,3580,9,None,44,100,0.7777777777777778,14,1045.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354.875,1453.0,0.0,780.0,0.0,0.0,0.0
มงกุฎวัฒนะ,None,None,Private,100,4000,8,None,411,75,0.9344303166292696,3748,1118.4927149321265,1569.053870967742,980.5491666666667,1833.4579888268156,1483.705,1266.152740740741,1406.2140692640694,1290.6841656942825,1726.4445833333332,1179.1012021857925,1146.0595901639344,1082.0302777777779,896.993125,1636.151582568807,674.4
มิชชั่น,None,None,Private,120,4000,6,None,107,150,0.9333333333333333,658,1082.8387096774193,1575.0,0.0,1592.1046511627908,1200.0,930.5,1468.8484848484848,1243.528,1592.888888888889,1209.784090909091,1339.4347826086957,1235.2333333333333,1630.9166666666667,1527.3428571428572,894.1428571428571
มิตรประชา,None,None,Private,148,1800,9,None,55,120,0.9342105263157895,71,997.2222222222222,0.0,0.0,1000.0,950.0,1232.0,1066.0,1150.7142857142858,1143.3333333333333,790.0,890.0,1243.3333333333333,0.0,1559.7826086956522,1000.0
ราชวิถี,Top,None,Private,1031,4300,9,None,347,100,0.676,169,2520.0,1396.9,981.0,1228.939393939394,347.0,498.61538461538464,2082.6666666666665,277.5,415.5,2952.5,1106.9285714285713,1854.0,585.25,780.0,0.0
รามาธิบดี,Top,None,Private,1378,1000,9,None,1041,100,0.8465494359654944,5103,3057.7986111111113,4410.486901408451,2888.691520467836,2205.0669975186106,4030.3694029850744,1246.0714641744548,2275.1823529411763,1530.9641509433961,2048.7778846153847,1873.647393364929,2338.1352859135286,1461.9375,1746.8695652173913,2794.0434782608695,2994.4429824561403
ลาดพร้าว,None,None,Private,180,4700,8,None,206,200,0.9372577519379846,7738,1275.723190954774,1260.2762765957448,951.8280851063829,1459.425737410072,1720.8980180180179,1258.9750769230768,1384.8257297297296,1223.8608701657463,1345.9910912698413,1327.9371439688716,1283.927529411765,1182.749432835821,1136.845,1825.8018025751073,1884.325925925926
วิชัยเวช แยกไฟฉาย,None,Vichaivej,Private,49,3250,9,None,7,110,0.900990099009901,182,848.6666666666666,0.0,0.0,880.0,530.0,1750.971935483871,0.0,1155.7878787878788,1320.909090909091,1149.5833333333333,790.0,739.4285714285714,710.0,1381.6666666666667,0.0
วิชัยเวชอินเตอร์เนชั่นแนลหนองแขม(ศรีวิชัย2),None,Vichaivej,Private,172,4200,8,None,137,80,0.8792569659442725,568,1184.5625,2020.0,1240.0,1126.7708333333333,1295.857142857143,882.1428571428571,1420.2,1166.5583333333334,1508.9545454545455,1352.1090909090908,1154.34375,1177.1627906976744,659.75,1916.313432835821,665.0
วิชัยยุทธ,None,None,Private,207,5500,9,None,716,250,0.9267928286852589,3722,2000.9417808219177,1561.992372881356,1374.7080392156863,2423.243604651163,2323.193181818182,1588.613875598086,2438.244012345679,1625.9574261603375,1958.2922865013772,1852.7465692503176,2107.370487804878,1874.1231543624162,1648.7611111111112,1892.8885388127856,3919.5758620689653
วิภาราม,None,VIBHA,Private,150,2200,9,None,272,100,0.9451702720068537,4413,1280.0984848484848,1301.2777777777778,1082.0285714285715,1285.6386861313867,1213.4054054054054,2060.4906976744187,1379.7613636363637,1386.4832285115303,1676.8038147138964,1343.0996732026144,1253.2434456928838,1143.6634615384614,916.2903225806451,1713.1875,986.6
วิภาวดี,None,None,Private,258,4360,8,None,417,80,0.9080853004903637,7963,1709.437037037037,2161.396226415094,1860.375,2177.901098901099,1762.5652173913043,1744.0729483282676,2370.9450176678442,1775.430126002291,2661.9119170984454,1815.9659863945578,1905.9312377210217,1825.2506329113924,1745.0384615384614,4319.456436931079,2597.7
วิมุต,None,None,Private,236,5900,7,None,232,150,0.9586466165413534,255,1361.945,0.0,0.0,0.0,980.0,2099.429076923077,2116.0,912.020625,2459.230769230769,1889.3964705882354,1204.48,1743.2857142857142,0.0,2004.6753846153845,4998.0
ศิครินทร์,None,None,Private,258,5100,9,None,348,120,0.9182309442548351,6457,1532.609022988506,2859.462790697675,2185.478260869565,2146.916726057906,1562.55625,1866.7403488372097,2067.5795907473307,1613.0382633451952,2003.5834421364984,1667.0942412818092,1953.7086005830904,1493.9345914396893,1560.5824096385543,2266.462557603688,1583.35
ศิริราช ปิยมหาราชการุณย์,Top,None,Private,350,6700,9,None,615,180,0.778680981595092,5077,1786.3234042553192,5899.4537037037035,10432.524390243903,2460.4992771084335,1779.6,1970.7541899441342,3123.0383141762454,1801.812743823147,2781.316326530612,2055.5976683937824,2100.039164490862,1819.2780534351143,1768.1818181818182,3048.254945054945,3953.1666666666665
สมิติเวชไชน่าทาวน์ : BDMS,None,BDMS,Private,31,6190,6,None,85,300,0.8802395209580839,147,1323.3883333333333,750.0,0.0,2150.0,0.0,4646.961428571429,2200.4558333333334,1616.9947058823527,3251.285,2049.2327586206898,1369.2475,1738.6490909090908,0.0,1877.8576190476188,1040.75
สมิติเวชธนบุรี : BDMS,None,BDMS,Private,150,6190,8,None,256,300,0.9582379862700229,1675,1488.5558878504671,1611.1100000000001,1548.466,1499.495813953488,1595.9555555555555,1943.602222222222,1621.5334782608697,1665.5880000000002,2031.5328358208953,1847.5989878542512,864.8666923076923,1667.9174444444445,2256.6448,2199.946124031008,925.0
สมิติเวชศรีนครินทร์ : BDMS,Top,BDMS,Private,154,7255,9,None,8,200,0.9353361945636623,3269,1991.8151020408159,3749.8588888888894,1614.243,2354.6541111111105,1831.252,2214.8224832214764,2840.877647058824,1885.0728374384246,2373.019723320158,2057.2666840731067,2195.13905982906,1809.9632624113476,1890.3551063829784,2589.2742767295595,3239.7209756097554
สมิติเวชสุขุมวิท : BDMS,Top,BDMS,Private,275,9000,7,None,571,300,0.9307692307692308,2904,1925.3032307692308,2472.860909090909,2060.9080555555556,4197.968711656442,1930.162105263158,1752.5231404958677,2754.492478632478,1857.1651656626502,2051.0785096153845,1764.899672727273,2250.5306923076923,1714.96465437788,1724.319375,2944.0380357142853,3272.009428571428
สหวิทยาการมะลิ,None,None,Private,19,4800,6,None,10,150,0.9666666666666667,29,0.0,0.0,0.0,0.0,0.0,1433.5,799.1666666666666,523.8333333333334,0.0,1000.0,0.0,0.0,0.0,3407.5,0.0
สายหยุด,None,None,Private,6,0,4,None,4,200,1.0,11,917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.6666666666666,0.0,310.0,1072.0,0.0,0.0,0.0
สินแพทย์  ศรีนครินทร์,None,VIBHA,Private,110,2800,9,None,21,100,0.8739172281039461,2724,1483.8546794871795,1418.8333333333333,1716.6666666666667,1950.6687116564417,1998.8461538461538,1165.79296875,1506.872033898305,1610.101703877791,1770.7967032967033,1792.1127819548872,1523.1176470588234,1472.3333333333333,2002.3636363636363,1778.0826128266033,877.6666666666666
สินแพทย์ เสรีรักษ์,None,VIBHA,Private,238,4050,9,None,231,100,0.8752129471890971,4110,1518.3061946902656,1625.7692307692307,1878.9259259259259,2125.2736196319015,2359.752,1330.5545454545454,2069.508333333333,1419.9781367392939,1816.9301694915255,1704.0342465753424,1546.256818181818,1569.0172972972973,1538.1818181818182,2184.8754504504504,1341.9444444444443
สินแพทย์ รามอินทรา,None,VIBHA,Private,287,3100,9,None,258,150,0.8810572687224669,200,1586.8333333333333,0.0,2144.0,2710.0,0.0,1456.923076923077,1368.3333333333333,1502.0833333333333,1570.6153846153845,1824.1904761904761,1337.857142857143,1259.5,600.0,2484.4444444444443,1594.0
สิรินธร,None,None,Private,305,2000,6,None,144,150,0.5238095238095238,11,0.0,0.0,0.0,0.0,0.0,2980.0,0.0,0.0,0.0,1330.125,0.0,537.5,0.0,1636.8333333333333,0.0
สิรินาถบึงกุ่ม (วิภาราม นวมินทร์),None,VIBHA,Private,52,3440,4,None,5,510,0.9152542372881356,324,1638.6363636363637,0.0,3922.0,2137.6666666666665,1590.9,0.0,1814.7777777777778,1617.3610714285714,2298.42,1770.3061224489795,1497.4545454545455,1935.8260869565217,1530.5,2826.795918367347,3426.0
สุขสวัสดิ์,None,None,Private,100,4200,8,None,49,50,0.8333333333333334,25,0.0,0.0,0.0,0.0,0.0,2078.230769230769,0.0,1145.0,1685.93,1347.5714285714287,0.0,720.0,0.0,1672.9,0.0
สุขุมวิท,None,RAM,Private,135,2760,8,None,46,170,0.9342723004694836,1990,1680.2428571428572,2476.75,1954.5,2174.936170212766,2587.4,2032.192857142857,1974.3709677419354,1631.732864674868,2039.364406779661,2079.42,1828.0958904109589,1762.045871559633,2054.5454545454545,2775.108108108108,3205.8888888888887
หัวเฉียว,None,None,Private,338,3300,6,None,391,50,0.9621249385145105,3912,1024.019,2174.6375,1305.3076923076924,1202.5686936936936,866.3973214285714,1421.7847533632287,1537.8053892215569,937.2374161073825,1258.7258403361345,1078.8293172690762,1366.6650943396226,1022.2665697674419,1061.4473684210527,1391.2845769230769,1983.3157894736842
อินทรารัตน์,None,None,Private,152,3800,8,None,21,150,0.959349593495935,118,0.0,0.0,0.0,0.0,0.0,1283.983870967742,0.0,1100.0,0.0,36.53658536585366,0.0,0.0,0.0,1580.25,0.0
