ชื่อ,โรงพยาบาลที่ติดอันดับการจัดโรงพยาบาลที่ดีที่สุดโลก,เครือกลุ่มโรงพยาบาล,ประเภทโรงพยาบาลเอกชน,จำนวนเตียง,ราคาห้องผู้ป่วยใน(ห้องธรรมดา),แผนกพื้นฐานในการรักษา,โรงพยาบาลเฉพาะทาง,จำนวนแพทย์,ค่าบริการทางการแพทย์,อัตรา OPD,จำนวนครั้งในการเคลม,กลุ่มที่ 1,กลุ่มที่ 2,กลุ่มที่ 3,กลุ่มที่ 4,กลุ่มที่ 6,กลุ่มที่ 7,กลุ่มที่ 9,กลุ่มที่ 10,กลุ่มที่ 11,กลุ่มที่ 13,กลุ่มที่ 14,กลุ่มที่ 18,กลุ่มที่ 19,กลุ่มที่ 20,กลุ่มที่ 21
ทหารผ่านศึก,None,None,Public,277,1500,9,None,101,50,0.7924528301886793,42,0.0,0.0,0.0,427.5,0.0,2488.0,435.0,3441.8125,0.0,3057.863636363636,0.0,860.0,0.0,2559.375,0.0
ทหารเรือกรุงเทพ,None,None,Public,40,2200,3,None,10,50,1.0,13,0.0,0.0,0.0,0.0,0.0,0.0,1958.423076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ทหารอากาศ (สีกัน) พอ.,None,None,Public,150,2000,5,None,31,50,0.96,24,0.0,0.0,0.0,1422.5,0.0,0.0,0.0,0.0,0.0,220.0,0.0,1207.5,137.9375,212.3888888888889,0.0
เทพธารินทร์,None,None,Private,80,2100,8,None,106,280,0.9596231493943472,713,1440.75,2650.545454545455,9260.0,2347.930463576159,4534.9,1389.803921568627,3724.0,1478.54702970297,1395.416666666667,1711.013513513514,1641.064516129032,1757.275862068966,1333.333333333333,2555.294117647059,0.0
ไทยนครินทร์,None,None,Private,190,6020,9,None,346,125,0.927080509623204,3420,1688.561290322581,2005.25,5353.111111111111,2632.201923076923,1896.916666666667,1508.857142857143,2564.372727272727,1544.041052631579,2147.448888888889,1616.552631578947,1636.222222222222,1614.760180995475,1657.290322580645,1912.971764705882,1830.681818181818
ธนบุรี 1,Top,THG,Private,435,5620,9,None,625,120,0.9138830897703548,3502,1685.054421768708,1971.95652173913,2451.153846153846,2803.42946969697,1284.630769230769,1565.651006711409,2483.350210970464,1472.727186311787,1967.082554517134,1857.41388400703,1711.662551440329,1544.446629213483,1448.5,1952.300314465409,1468.333333333333
ธนบุรี 2,None,THG,Private,95,5350,9,None,222,140,0.9225280326197758,2715,1500.439325153374,927.7142857142856,650.0,2565.95,1446.631578947368,1796.747737226277,2181.025641025641,1508.532212518195,1869.5,1678.566416938111,2106.597368421053,1708.482692307692,1650.229166666667,2177.806924882629,3732.0
ธนบุรี บำรุงเมือง,None,THG,Private,1400,5620,8,None,86,200,0.92,69,3056.666666666667,0.0,0.0,0.0,0.0,2650.0,5511.0,2966.241379310345,2372.571428571428,2736.333333333333,0.0,1750.0,0.0,2542.666666666667,850.0
นครธน,None,None,Private,150,4500,8,None,60,150,0.9357531760435572,2578,1620.876066666666,1288.0,1387.055833333333,1847.105932203389,1560.403636363637,1567.573671875,2234.217962962962,1552.045092592593,1936.82090909091,1817.027368421053,1454.371428571429,1611.704489795918,1753.705294117647,1987.713731884058,1468.0
นพรัตนราชธานี,None,None,Public,609,1400,9,None,128,150,0.8409090909090909,74,0.0,0.0,0.0,1692.307692307692,0.0,1144.625,1763.636363636364,558.0,1359.833333333333,2063.833333333333,4340.0,1591.642857142857,62.6875,778.0,0.0
นวมินทร์,None,None,Private,180,3000,9,None,92,100,0.9,36,1016.0,0.0,0.0,0.0,0.0,0.0,795.0,880.375,2862.5,655.1,0.0,920.75,0.0,2880.666666666667,0.0
นวมินทร์ 9,None,None,Private,245,3280,9,None,179,100,0.911264367816092,1982,1047.45871559633,937.4545454545456,1236.0,1185.591623036649,668.7777777777778,936.9245283018868,1375.145348837209,977.3513513513514,1297.339869281046,991.0350877192982,864.78125,923.3699421965318,955.0,1527.082949308756,667.6923076923077
นวเวช,None,None,Private,99,4000,8,None,240,100,0.9666666666666668,29,0.0,0.0,0.0,2000.0,0.0,1322.588333333333,0.0,433.5714285714286,1350.5,0.0,0.0,0.0,0.0,589.6,0.0
นันอา,None,None,Private,30,0,5,None,14,0,0.7857142857142857,11,0.0,0.0,0.0,0.0,0.0,1265.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
บางนา 1,None,None,Private,101,2700,7,None,84,100,0.9641434262948207,242,991.9473684210526,0.0,0.0,700.0,745.0,90.76148148148148,0.0,924.04,1054.545454545455,642.6315789473684,472.0,688.2727272727273,0.0,1083.636363636364,0.0
บางปะกอก 1,None,BHGRT,Private,120,3200,7,None,171,100,0.9310344827586208,1701,1183.511682242991,0.0,1289.98,1482.902777777778,1374.75,1161.74375,1616.210526315789,1256.793198529412,1892.927734375,1498.506756756757,1339.380136986301,1224.928921568627,1075.666666666667,1541.445422535211,0.0
บางปะกอก 8,None,BHGRT,Private,200,3200,9,None,219,80,0.8701298701298701,268,1152.01,0.0,818.0,1896.729166666667,900.0,1045.947916666667,1104.0,970.698275862069,1449.884615384616,1028.583333333333,991.5454545454544,889.1911764705883,1500.0,1698.114583333333,0.0
บางปะกอก 9 อินเตอร์เนชั่นแนล,Top,BHGRT,Private,120,3200,7,None,285,120,0.9360328638497653,1595,1544.644736842105,2201.25,4126.0,2290.404829545455,1545.55,1413.8125,1983.210784313725,1430.60038071066,2618.012068965517,1588.748106060606,1623.259615384616,1594.328947368421,1117.089285714286,1989.094827586207,871.6666666666666
บางไผ่,None,None,Private,100,3530,9,None,8,100,0.967741935483871,180,769.8571428571429,0.0,0.0,1558.605555555556,0.0,4002.37,1055.071666666667,873.2503333333333,1621.482222222222,1079.908181818182,1251.0,853.9315384615385,541.0,1162.826829268293,0.0
บางโพ,None,None,Private,100,3700,9,None,155,50,0.8680851063829788,1428,1394.371492537313,1602.0,900.0,2524.208787878788,1316.25,2189.105423728813,2003.545833333334,1657.191361111111,1753.317721518987,1539.50785,1447.470952380952,1344.865660377359,1411.166666666667,2231.94903930131,1520.2
บางมด,None,None,Private,203,4000,9,None,71,200,0.92226148409894,261,1311.944444444444,1832.75,1750.0,1467.952380952381,450.0,634.4342105263158,1317.777777777778,1235.894736842105,1330.722222222222,981.3,1389.4,899.25,925.0,1408.1,0.0
บ้านแพ้ว สาขาแจ้งวัฒนะ,None,None,Public,10,2300,2,None,17,50,0.8333333333333334,5,0.0,0.0,0.0,0.0,0.0,1379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
บ้านแพ้วสาขาสาทร,None,None,Public,54,2300,6,None,47,50,0.782608695652174,36,0.0,0.0,0.0,1327.727272727273,0.0,1532.444444444444,6410.0,313.0,1150.0,1440.0,0.0,0.0,0.0,0.0,2125.0
บีแคร์เมดิคอลเซ็นเตอร์,None,None,Private,136,4330,5,None,145,80,0.9382875605815832,2904,1220.8698125,1505.746666666667,1040.0,1954.765333333333,1045.370666666667,1095.693564356436,1739.457064676617,1304.968519417476,1311.807486338798,1266.594074074074,1442.719464285714,1009.826198347108,1113.923076923077,1437.586637554585,1188.25
บุญญาเวช,None,None,Private,29,2900,8,None,8,120,0.9069767441860463,39,0.0,0.0,0.0,18061.8,0.0,338.28,0.0,0.0,900.0,0.0,0.0,0.0,0.0,2640.0,0.0
ประชาพัฒน์,None,None,Private,100,4490,9,None,35,100,0.8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0
ประสานมิตร,None,None,Public,0,3000,2,None,0,50,0.6896551724137931,20,0.0,3173.75,3263.333333333333,0.0,0.0,867.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ปิยะเวท,None,BHGRT,Private,150,5760,9,None,243,150,0.951195219123506,955,1481.847826086957,1234.4,1336.022,1632.779305555556,500.0,1587.4875,1711.181463414634,1367.929823788546,1924.197575757576,1658.556755319149,1394.928108108108,1522.15,1447.375,2424.288888888889,661.0
เปาโลเมโมเรียล เกษตร : BDMS,None,BDMS,Private,162,4000,7,None,263,100,0.9331403000789682,3545,1234.639344262295,1514.8,1066.1,1502.058495821727,1289.176470588235,1582.611111111111,1947.353591160221,1400.677222898904,1662.24358974359,1695.1925,1442.761421319797,1214.37012987013,1646.714285714286,1927.272237196765,1115.689655172413
เปาโลเมโมเรียล โชคชัย4 : BDMS,None,BDMS,Private,140,2940,8,None,183,100,0.9390223965996404,5744,1292.643442622951,1276.515151515152,1171.6,1055.676176890157,1145.5,989.282722513089,1230.086885245902,1237.997615262321,1419.586402266289,1226.326923076923,1186.561594202899,1154.224324324324,1453.030303030303,1680.41313559322,1059.904761904762
เปาโลเมโมเรียล พหลโยธิน : BDMS,None,BDMS,Private,220,5450,9,None,305,100,0.9460052677787532,6465,1590.52635359116,1322.791923076923,1756.787857142857,2235.325710900474,1603.735714285714,2025.279455782312,1943.335963718821,1657.150852921424,2111.583450834879,1839.030304621849,1643.963636363635,1550.636952054794,1592.1,2221.134446808512,2476.844848484849
พญาไท 1 : BDMS,Top,BDMS,Private,174,4800,9,None,245,150,0.9335189697180648,2682,1873.762931034483,1741.108695652174,1798.428571428571,2264.030456852792,1393.344444444444,1957.369918699187,1604.127450980392,1677.144941634241,2201.315705128205,1831.09900990099,1799.899700598802,1574.285714285714,2318.6,2328.094936708861,2475.0
พญาไท 2 : BDMS,Top,BDMS,Private,260,6687,9,None,535,180,0.929183254916154,7702,1864.289729729729,1979.376543209876,1817.315740740741,2165.540752351097,1975.793478260869,1887.593711967545,2417.065789473684,1881.42521902378,2158.671474358974,2034.066058763931,2111.148590021692,1991.92506082725,1695.0,2477.122392473118,2919.865044247787
พญาไท 3 : BDMS,None,BDMS,Private,230,6200,9,None,412,150,0.9020852221214868,3980,1709.18231441048,1941.85294117647,1188.125,2420.071428571428,2703.342105263158,1881.455078125,2501.526515151515,1705.827375352775,2071.312658227848,1928.565853658536,1906.87899543379,1873.215246636772,1877.6,2566.477134146341,1973.58
พญาไท นวมินทร์ : BDMS,None,BDMS,Private,140,4100,9,None,57,80,0.9382044306257288,2414,1516.514285714286,1370.3,824.625,1958.64347826087,1757.416666666667,2069.241379310345,2258.0,1601.456637168142,2241.048128342246,1594.661807580175,1595.53164556962,1691.392592592593,2294.347826086957,1911.039215686274,1372.0
พระมงกุฎเกล้า,Top,None,Public,953,2000,9,None,249,50,0.8563685636856369,632,952.5,2754.467741935484,1597.18,2625.591397849462,4685.764705882353,1609.181818181818,2613.324691358025,2903.854166666667,2868.75,2065.332644628099,2639.927083333333,1331.073170731707,3357.0,3806.888888888889,1027.777777777778
พระราม 2,None,None,Private,109,4000,7,None,15,135,0.896551724137931,26,861.0,0.0,0.0,0.0,0.0,1791.666666666667,1570.0,1368.333333333333,1226.0,523.3333333333334,0.0,1080.0,0.0,3377.25,0.0
พระรามเก้า,Top,None,Private,166,7950,9,None,340,250,0.956388956755436,7829,1784.09298245614,3249.790697674418,1666.24,2167.670473083197,1831.793103448276,1698.292792792793,2116.482352941176,1740.367092119867,2083.451499118166,1783.588628762542,1987.617777777778,1581.570637119114,1629.666666666667,2230.04222972973,2001.214285714286
เพชรเวช,None,None,Private,200,4810,9,None,306,100,0.9601342845153168,2288,1086.936,773.0,988.2,1078.539325842697,1245.807692307692,2072.258064516129,1231.973544973545,1132.274373259053,1101.425531914894,1200.320132013201,1192.05,1088.051851851852,1320.764705882353,1747.934426229508,1288.75
แพทย์ปัญญา,None,None,Private,125,2150,9,None,22,100,0.824,103,953.8571428571428,0.0,0.0,0.0,0.0,22.51851851851852,1622.5,873.7368421052631,1021.428571428571,904.0,435.75,855.8333333333334,993.5,1829.333333333333,216.0
ภูมิพลอดุลยเดช กรมแพทย์ทหารอากาศ,None,None,Private,619,2000,9,None,221,50,0.9133858267716536,232,1933.5,1784.25,1321.5,1220.727272727273,1074.62962962963,1182.6875,1105.857142857143,1027.3,1528.8625,763.4137931034483,425.0,1628.0,0.0,1426.730769230769,755.0
มงกุฎวัฒนะ,None,None,Private,100,4000,8,None,411,75,0.9344303166292696,3748,1118.492714932126,1569.053870967742,980.5491666666668,1833.457988826816,1483.705,1266.152740740741,1406.214069264069,1290.684165694282,1726.444583333333,1179.101202185792,1146.059590163934,1082.030277777778,896.993125,1636.151582568807,674.4
มเหสักข์,None,None,Private,132,3580,9,None,44,100,0.7777777777777778,14,1045.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354.875,1453.0,0.0,780.0,0.0,0.0,0.0
มิชชั่น,None,None,Private,120,4000,6,None,107,150,0.9333333333333332,658,1082.838709677419,1575.0,0.0,1592.104651162791,1200.0,930.5,1468.848484848485,1243.528,1592.888888888889,1209.784090909091,1339.434782608696,1235.233333333333,1630.916666666667,1527.342857142857,894.1428571428571
มิตรประชา,None,None,Private,148,1800,9,None,55,120,0.9342105263157896,71,997.2222222222222,0.0,0.0,1000.0,950.0,1232.0,1066.0,1150.714285714286,1143.333333333333,790.0,890.0,1243.333333333333,0.0,1559.782608695652,1000.0
รัชดา-ท่าพระ,None,None,Public,25,4000,8,None,10,100,0.9,36,928.0,0.0,0.0,0.0,0.0,650.0,1300.0,787.8571428571429,1001.25,898.75,675.0,653.3333333333334,920.0,0.0,0.0
ราชพิพัฒน์,None,None,Public,277,5000,8,None,200,100,0.8333333333333334,5,0.0,0.0,0.0,450.0,0.0,0.0,2433.75,0.0,0.0,0.0,0.0,0.0,0.0,843.5,0.0
ราชวิถี,Top,None,Private,1031,4300,9,None,347,100,0.676,169,2520.0,1396.9,981.0,1228.939393939394,347.0,498.6153846153846,2082.666666666667,277.5,415.5,2952.5,1106.928571428571,1854.0,585.25,780.0,0.0
รามคำแหง,Top,RAM,Public,486,3500,9,None,327,80,0.9205622236260266,5829,1549.313956521739,2029.65170212766,1506.471052631579,1753.460905797101,1679.76775,1671.143360655738,2225.159029411765,1675.007376357057,1795.858126410835,1618.941575603558,1696.603076923077,1618.012110726644,1518.957142857143,2086.577781065089,2663.105660377359
รามาธิบดี,Top,None,Private,1378,1000,9,None,1041,100,0.8465494359654944,5103,3057.798611111112,4410.486901408451,2888.691520467836,2205.066997518611,4030.369402985074,1246.071464174455,2275.182352941176,1530.964150943396,2048.777884615385,1873.647393364929,2338.135285913529,1461.9375,1746.869565217391,2794.043478260869,2994.44298245614
ราษฎร์บูรณะ,None,None,Public,124,3950,9,None,46,200,0.8817391304347826,507,1011.04347826087,800.0,850.0,1406.425,933.0,1470.678571428571,1127.666666666667,1008.507246376812,1398.75,892.0967741935484,807.3541666666666,859.0,1727.5,1380.052631578947,0.0
ลาดพร้าว,None,None,Private,180,4700,8,None,206,200,0.9372577519379846,7738,1275.723190954774,1260.276276595745,951.8280851063828,1459.425737410072,1720.898018018018,1258.975076923077,1384.82572972973,1223.860870165746,1345.991091269841,1327.937143968872,1283.927529411765,1182.749432835821,1136.845,1825.801802575108,1884.325925925926
เลิดสิน,None,None,Public,609,1600,9,None,185,100,0.8512820512820513,166,0.0,0.0,0.0,636.8333333333334,0.0,29.65591397849462,916.0909090909092,0.0,727.0,982.3513513513514,550.0,1020.0,0.0,667.1428571428571,0.0
วชิรพยาบาล,Top,None,Public,740,2400,9,None,341,50,0.5577689243027888,161,0.0,509.8,685.6666666666666,1175.166666666667,506.75,2016.6,3254.0,861.3333333333334,436.4,1106.93,954.7727272727273,1540.137254901961,0.0,2397.5,0.0
วิชัยยุทธ,None,None,Private,207,5500,9,None,716,250,0.9267928286852588,3722,2000.941780821918,1561.992372881356,1374.708039215686,2423.243604651163,2323.193181818182,1588.613875598086,2438.244012345679,1625.957426160337,1958.292286501377,1852.746569250318,2107.370487804878,1874.123154362416,1648.761111111111,1892.888538812786,3919.575862068965
วิชัยเวช แยกไฟฉาย,None,Vichaivej,Private,49,3250,9,None,7,110,0.900990099009901,182,848.6666666666666,0.0,0.0,880.0,530.0,1750.971935483871,0.0,1155.787878787879,1320.909090909091,1149.583333333333,790.0,739.4285714285714,710.0,1381.666666666667,0.0
วิชัยเวชอินเตอร์เนชั่นแนลหนองแขม(ศรีวิชัย2),None,Vichaivej,Private,172,4200,8,None,137,80,0.8792569659442725,568,1184.5625,2020.0,1240.0,1126.770833333333,1295.857142857143,882.1428571428571,1420.2,1166.558333333333,1508.954545454545,1352.109090909091,1154.34375,1177.162790697674,659.75,1916.313432835821,665.0
วิภาราม,None,VIBHA,Private,150,2200,9,None,272,100,0.9451702720068536,4413,1280.098484848485,1301.277777777778,1082.028571428572,1285.638686131387,1213.405405405405,2060.490697674419,1379.761363636364,1386.48322851153,1676.803814713896,1343.099673202614,1253.243445692884,1143.663461538461,916.2903225806452,1713.1875,986.6
วิภาวดี,None,None,Private,258,4360,8,None,417,80,0.9080853004903636,7963,1709.437037037037,2161.396226415094,1860.375,2177.901098901099,1762.565217391304,1744.072948328268,2370.945017667844,1775.430126002291,2661.911917098445,1815.965986394558,1905.931237721021,1825.250632911392,1745.038461538461,4319.456436931079,2597.7
วิมุต,None,None,Private,236,5900,7,None,232,150,0.9586466165413534,255,1361.945,0.0,0.0,0.0,980.0,2099.429076923077,2116.0,912.020625,2459.230769230769,1889.396470588236,1204.48,1743.285714285714,0.0,2004.675384615384,4998.0
เวชการุณย์รัศมิ์,None,None,Public,90,5000,9,None,50,140,0.7142857142857143,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.8333333333334,0.0
เวชธานี,None,None,Private,263,5850,8,None,722,150,0.9327761627906976,2567,2041.05792,3830.03,1789.824545454545,3043.010200668896,1877.835357142857,2512.555131578948,4251.740722222223,1491.902108013938,2324.992195121951,1941.481312849162,2143.734385964912,2085.54819047619,2183.678888888889,2001.190608108108,2821.8
เวชศาสตร์เขตร้อน,None,None,Public,106,1700,3,None,41,100,0.956989247311828,178,474.275,0.0,0.0,1837.411764705882,234.25,0.0,2350.0,630.703125,1203.444444444444,809.3863636363636,3818.0,432.9166666666667,373.6666666666667,0.0,489.25
ศิครินทร์,None,None,Private,258,5100,9,None,348,120,0.9182309442548352,6457,1532.609022988506,2859.462790697675,2185.478260869565,2146.916726057906,1562.55625,1866.74034883721,2067.579590747331,1613.038263345195,2003.583442136498,1667.094241281809,1953.70860058309,1493.934591439689,1560.582409638555,2266.462557603688,1583.35
ศิริราชพยาบาล,None,None,Public,2112,1000,9,None,2263,130,0.7633881694084704,2181,1665.666666666667,3163.752613240418,1620.923076923077,2193.431884057971,14619.55,1558.194029850746,2353.089861751152,1681.743243243243,1564.758620689655,1408.117647058823,2031.209964412812,1952.72972972973,775.6,1445.804347826087,1506.666666666667
สมเด็จพระปิ่นเกล้า กรมแพทย์ทหารเรือ กองทัพเรือ,None,None,Public,414,2200,4,None,173,150,0.7553191489361702,65,719.3333333333334,0.0,0.0,2209.428571428572,0.0,2099.6,3901.75,343.359375,150.0,1013.4,1133.0,1107.5,0.0,64.64285714285714,0.0
สมิติเวชไชน่าทาวน์ : BDMS,None,BDMS,Private,31,6190,6,None,85,300,0.8802395209580839,147,1323.388333333333,750.0,0.0,2150.0,0.0,4646.961428571429,2200.455833333333,1616.994705882353,3251.285,2049.23275862069,1369.2475,1738.649090909091,0.0,1877.857619047619,1040.75
สมิติเวชธนบุรี : BDMS,None,BDMS,Private,150,6190,8,None,256,300,0.9582379862700228,1675,1488.555887850467,1611.11,1548.466,1499.495813953488,1595.955555555556,1943.602222222222,1621.53347826087,1665.588,2031.532835820896,1847.598987854251,864.8666923076923,1667.917444444444,2256.6448,2199.946124031008,925.0
สวนเบญจกิตติ เฉลิมพระเกียรติ 84 พรรษา,None,None,Public,60,1400,7,None,45,30,0.907563025210084,108,0.0,0.0,0.0,5608.0,350.0,1724.728064516129,2241.285714285714,992.6363636363636,11371.66666666667,703.5,0.0,0.0,0.0,0.0,0.0
สหวิทยาการมะลิ,None,None,Private,19,4800,6,None,10,150,0.9666666666666668,29,0.0,0.0,0.0,0.0,0.0,1433.5,799.1666666666666,523.8333333333334,0.0,1000.0,0.0,0.0,0.0,3407.5,0.0
สายหยุด,None,None,Private,6,0,4,None,4,200,1.0,11,917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.6666666666666,0.0,310.0,1072.0,0.0,0.0,0.0
สินแพทย์  ศรีนครินทร์,None,VIBHA,Private,110,2800,9,None,21,100,0.8739172281039461,2724,1483.85467948718,1418.833333333333,1716.666666666667,1950.668711656442,1998.846153846154,1165.79296875,1506.872033898305,1610.101703877791,1770.796703296703,1792.112781954887,1523.117647058823,1472.333333333333,2002.363636363636,1778.082612826603,877.6666666666666
สินแพทย์ รามอินทรา,None,VIBHA,Private,287,3100,9,None,258,150,0.8810572687224669,200,1586.833333333333,0.0,2144.0,2710.0,0.0,1456.923076923077,1368.333333333333,1502.083333333333,1570.615384615384,1824.190476190476,1337.857142857143,1259.5,600.0,2484.444444444444,1594.0
สินแพทย์ เสรีรักษ์,None,VIBHA,Private,238,4050,9,None,231,100,0.8752129471890971,4110,1518.306194690266,1625.769230769231,1878.925925925926,2125.273619631901,2359.752,1330.554545454545,2069.508333333333,1419.978136739294,1816.930169491525,1704.034246575342,1546.256818181818,1569.017297297297,1538.181818181818,2184.87545045045,1341.944444444444
สิรินธร,None,None,Private,305,2000,6,None,144,150,0.5238095238095238,11,0.0,0.0,0.0,0.0,0.0,2980.0,0.0,0.0,0.0,1330.125,0.0,537.5,0.0,1636.833333333333,0.0
สิรินาถบึงกุ่ม (วิภาราม นวมินทร์),None,VIBHA,Private,52,3440,4,None,5,510,0.9152542372881356,324,1638.636363636364,0.0,3922.0,2137.666666666667,1590.9,0.0,1814.777777777778,1617.361071428571,2298.42,1770.30612244898,1497.454545454545,1935.826086956522,1530.5,2826.795918367347,3426.0
